rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_ply
True,2017-04-03 00:40:00,2017-04-03 00:40:00,41,mate,white,30+0,1466,1673,C22,Center Game: Normal Variation,6
True,2017-08-24 04:46:40,2017-08-24 04:46:40,41,outoftime,white,10+0,1742,1785,C44,Scotch Game: Scotch Gambit,7
True,2017-08-24 04:46:40,2017-08-24 04:46:40,89,mate,white,10+0,1650,1756,A45,Indian Game,2
True,2017-08-24 02:00:00,2017-08-24 02:00:00,84,mate,black,7+2,1629,1749,B22,Sicilian Defense: Alapin Variation,3
False,2017-08-24 02:00:00,2017-08-24 02:00:00,100,draw,draw,10+0,1519,1749,B50,Sicilian Defense,4
True,2017-04-04 01:40:00,2017-04-04 01:40:00,70,resign,black,10+0,1851,1887,C01,French Defense: Exchange Variation,5
True,2017-03-18 18:00:00,2017-03-18 18:00:00,52,resign,black,10+0,1874,1774,C01,French Defense: Exchange Variation,5
True,2017-03-18 18:00:00,2017-03-18 18:00:00,50,resign,black,10+0,1891,1793,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,4
True,2017-03-18 18:00:00,2017-03-18 18:00:00,87,resign,white,10+0,1876,1810,B13,Caro-Kann Defense: Exchange Variation,5
True,2017-03-18 18:00:00,2017-03-18 18:00:00,52,resign,black,10+0,1745,1862,D02,Queen's Pawn Game: Symmetrical Variation,4
True,2017-03-15 23:20:00,2017-03-15 23:20:00,127,outoftime,white,10+0,1833,1738,C02,French Defense: Advance Variation |  Main Line,11
True,2017-03-15 23:20:00,2017-03-15 23:20:00,54,mate,black,10+0,1637,1821,A01,Nimzo-Larsen Attack: Indian Variation,2
True,2017-03-15 23:20:00,2017-03-15 23:20:00,64,outoftime,black,10+0,1587,1811,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7
True,2017-08-20 11:53:20,2017-08-20 11:53:20,43,resign,black,10+0,1861,1960,C12,French Defense: MacCutcheon Variation |  Chigorin Variation,11
True,2017-08-20 09:06:40,2017-08-20 11:53:20,51,outoftime,white,10+0,1882,1873,B13,Caro-Kann Defense: Panov Attack |  Modern Defense |  Mieses Line,12
True,2017-08-15 09:40:00,2017-08-15 09:40:00,57,mate,white,10+0,1946,1884,B13,Caro-Kann Defense: Panov Attack |  Modern Defense |  Mieses Line,12
True,2017-08-15 09:40:00,2017-08-15 09:40:00,133,draw,draw,10+0,1885,1837,B46,Sicilian Defense: Paulsen Variation,10
True,2017-08-15 09:40:00,2017-08-15 09:40:00,92,outoftime,black,10+0,1796,1875,B50,Sicilian Defense: Delayed Alapin,5
True,2017-07-31 00:13:20,2017-07-31 00:13:20,36,resign,black,10+0,1884,2004,B06,Robatsch (Modern) Defense,4
True,2017-07-30 10:20:00,2017-07-30 10:20:00,39,resign,white,10+0,1863,1899,D02,Queen's Pawn Game: London System,5
False,2017-05-12 17:26:40,2017-05-12 17:26:40,63,outoftime,white,8+0,1581,1232,C22,Center Game: Normal Variation,6
False,2017-04-28 17:20:00,2017-04-28 17:20:00,55,outoftime,white,8+0,1581,1232,C21,Center Game #2,3
False,2017-04-18 18:26:40,2017-04-18 18:26:40,40,outoftime,black,8+0,1232,1581,B70,Sicilian Defense: Dragon Variation,10
False,2017-04-11 17:00:00,2017-04-11 19:46:40,87,mate,white,8+1,1232,1581,D02,Queen's Pawn Game: Chigorin Variation,4
True,2017-04-01 01:26:40,2017-04-01 01:26:40,71,outoftime,white,10+2,1500,1238,B21,Sicilian Defense: Smith-Morra Gambit #2,3
True,2017-03-31 14:20:00,2017-03-31 14:20:00,64,resign,white,5+8,1188,1259,B23,Sicilian Defense: Closed Variation,3
False,2017-04-05 22:06:40,2017-04-05 22:06:40,60,resign,black,30+0,1515,1615,B23,Sicilian Defense: Closed Variation,3
False,2017-04-05 22:06:40,2017-04-05 22:06:40,34,resign,black,30+0,1615,1515,A48,London System,5
True,2017-04-05 22:06:40,2017-04-05 22:06:40,73,resign,black,10+5,1277,1464,A45,Indian Game,2
True,2017-04-05 22:06:40,2017-04-05 22:06:40,23,resign,white,10+5,1371,1284,C41,Philidor Defense #3,5
False,2017-04-05 22:06:40,2017-04-05 22:06:40,20,mate,black,20+0,1500,1371,B21,Sicilian Defense: Smith-Morra Gambit #2,3
True,2017-06-11 08:33:20,2017-06-11 08:33:20,64,resign,black,10+0,1372,1440,B23,Sicilian Defense: Closed Variation,3
False,2017-04-01 20:53:20,2017-04-01 20:53:20,63,resign,white,45+45,2131,1431,D00,Queen's Pawn Opening: Veresov Attack |  Irish Gambit,4
True,2017-03-23 11:53:20,2017-03-23 14:40:00,54,resign,white,15+15,1426,1447,C44,Scotch Game: Scotch Gambit |  Cochrane-Anderssen Variation,12
True,2017-03-22 13:40:00,2017-03-22 13:40:00,50,mate,black,15+15,1485,1403,B52,Sicilian Defense: Canal Attack |  Main Line,6
True,2017-03-21 21:00:00,2017-03-21 21:00:00,44,mate,black,20+0,1401,1382,B20,Sicilian Defense: Bowdler Attack,3
True,2017-03-21 21:00:00,2017-03-21 21:00:00,37,resign,black,20+0,1392,1608,A22,English Opening: Carls-Bremen System,5
True,2017-03-21 21:00:00,2017-03-21 21:00:00,21,resign,white,20+0,1603,1402,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
False,2017-03-21 21:00:00,2017-03-21 21:00:00,149,mate,white,10+5,1402,1341,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
False,2017-03-21 07:06:40,2017-03-21 07:06:40,94,resign,black,15+10,1116,1402,A30,English Opening: Symmetrical Variation,2
False,2017-03-21 07:06:40,2017-03-21 07:06:40,61,resign,white,15+10,1116,1402,A03,Bird Opening: Dutch Variation,2
False,2017-03-21 07:06:40,2017-03-21 07:06:40,21,resign,white,15+10,1116,1402,B75,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Early Deviations,13
False,2017-03-21 07:06:40,2017-03-21 07:06:40,50,mate,black,15+10,1116,1402,B57,Sicilian Defense: Modern Variations |  Main Line,8
False,2017-03-21 07:06:40,2017-03-21 07:06:40,30,resign,black,15+10,1402,1116,A41,Rat Defense: English Rat,4
False,2017-03-20 22:46:40,2017-03-20 22:46:40,55,mate,white,14+0,1402,1569,A10,English Opening: Anglo-Scandinavian Defense,2
True,2017-03-20 22:46:40,2017-03-20 22:46:40,57,resign,white,10+0,1737,1408,A38,English Opening: Symmetrical Variation |  Duchamp Variation,13
True,2017-03-20 22:46:40,2017-03-20 22:46:40,48,resign,black,10+0,1431,1426,A10,English Opening: Anglo-Lithuanian Variation,2
True,2017-03-19 21:46:40,2017-03-19 21:46:40,21,resign,black,10+0,1455,1448,A10,English Opening: Anglo-Scandinavian Defense,2
True,2017-03-19 21:46:40,2017-03-19 21:46:40,35,resign,white,10+0,1859,1460,B21,Sicilian Defense: Smith-Morra Gambit,5
True,2017-03-19 21:46:40,2017-03-19 21:46:40,43,resign,white,10+0,1501,1484,A45,Indian Game,2
True,2017-03-19 21:46:40,2017-03-19 21:46:40,111,mate,white,10+0,1457,1449,A15,English Opening: Anglo-Indian Defense,2
True,2017-03-19 21:46:40,2017-03-19 21:46:40,49,outoftime,white,10+0,1419,1544,A20,English Opening: King's English Variation,2
False,2017-03-19 10:40:00,2017-03-19 10:40:00,40,outoftime,black,15+10,1419,1865,A20,English Opening: King's English Variation,2
True,2017-03-19 07:53:20,2017-03-19 10:40:00,57,resign,black,15+10,1433,1653,A30,English Opening: Symmetrical Variation,2
True,2017-03-19 02:20:00,2017-03-19 05:06:40,14,resign,white,25+0,1781,1441,A09,Reti Opening: Reti Accepted,4
True,2017-04-24 21:40:00,2017-04-24 21:40:00,19,resign,white,7+7,1639,1807,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
True,2017-03-25 16:40:00,2017-03-25 16:40:00,45,resign,white,10+1,1807,1798,A10,English Opening: Anglo-Lithuanian Variation,2
True,2017-03-25 00:00:00,2017-03-25 00:00:00,109,outoftime,white,20+8,1889,1807,B93,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,11
True,2017-03-01 17:40:00,2017-03-01 17:40:00,18,resign,black,15+0,1807,1687,D05,Colle System,6
True,2017-02-21 23:33:20,2017-02-21 23:33:20,45,mate,white,10+10,1639,1807,A20,English Opening: King's English Variation,2
True,2017-02-19 21:33:20,2017-02-19 21:33:20,86,mate,black,20+0,1630,1723,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
True,2017-02-19 18:46:40,2017-02-19 18:46:40,61,mate,white,15+1,1555,1575,D02,Queen's Pawn Game: Zukertort Variation,3
False,2017-02-18 23:20:00,2017-02-18 23:20:00,35,resign,white,10+0,1555,1755,D02,Queen's Pawn Game: Zukertort Variation,3
False,2017-02-18 23:20:00,2017-02-18 23:20:00,42,resign,black,15+10,1881,1555,D15,Slav Defense: Chameleon Variation,8
False,2017-02-18 23:20:00,2017-02-18 23:20:00,79,mate,white,25+0,1555,1412,B06,Robatsch (Modern) Defense,4
False,2017-02-18 23:20:00,2017-02-18 23:20:00,54,mate,black,25+0,1412,1555,A00,Hungarian Opening: Sicilian Invitation,2
True,2017-02-18 03:53:20,2017-02-18 03:53:20,89,mate,white,30+30,1293,2123,C50,Giuoco Piano,6
True,2017-02-18 03:53:20,2017-02-18 03:53:20,25,resign,white,30+30,2118,1294,D02,Queen's Pawn Game: Symmetrical Variation,4
True,2017-02-18 03:53:20,2017-02-18 03:53:20,28,resign,black,30+30,1295,2112,C41,Philidor Defense: Lion Variation,8
True,2017-02-18 03:53:20,2017-02-18 03:53:20,35,mate,white,8+0,1500,2154,A46,Yusupov-Rubinstein System,5
False,2017-08-13 21:33:20,2017-08-13 21:33:20,30,resign,white,7+7,2075,2140,B45,Sicilian Defense: Four Knights Variation,10
True,2017-04-03 03:26:40,2017-04-03 03:26:40,125,resign,white,10+15,1848,2264,B01,Scandinavian Defense: Modern Variation #2,4
True,2017-03-25 16:40:00,2017-03-25 19:26:40,137,resign,white,10+0,2056,2264,B01,Scandinavian Defense: Modern Variation #2,4
True,2017-03-24 12:53:20,2017-03-24 12:53:20,140,draw,draw,8+2,2264,1639,B57,Sicilian Defense: Classical Variation |  Anti-Sozin Variation,12
True,2017-03-24 07:20:00,2017-03-24 07:20:00,52,resign,black,10+0,2366,2264,B01,Scandinavian Defense: Panov Transfer,6
False,2017-03-24 04:33:20,2017-03-24 04:33:20,19,resign,black,45+0,2030,2264,B01,Scandinavian Defense: Panov Transfer,6
True,2017-03-24 04:33:20,2017-03-24 04:33:20,92,mate,black,10+0,1778,2264,C77,Ruy Lopez: Morphy Defense |  Wormald Attack,9
False,2017-03-24 04:33:20,2017-03-24 04:33:20,36,resign,black,10+0,1778,2264,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
False,2017-03-24 04:33:20,2017-03-24 04:33:20,35,mate,white,10+0,2264,1778,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
False,2017-03-24 04:33:20,2017-03-24 04:33:20,14,mate,black,10+0,1778,2264,B01,Scandinavian Defense: Modern Variation #2,4
True,2017-03-24 04:33:20,2017-03-24 04:33:20,41,resign,white,10+0,2264,1778,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
True,2017-03-15 17:46:40,2017-03-15 17:46:40,46,mate,black,10+0,2016,2264,C18,French Defense: Winawer Variation |  Poisoned Pawn Variation,13
True,2017-03-15 17:46:40,2017-03-15 17:46:40,63,resign,white,10+0,2264,2016,C11,French Defense: Steinitz Variation |  Boleslavsky Variation,13
True,2017-03-15 17:46:40,2017-03-15 17:46:40,173,outoftime,draw,10+0,2225,2264,C42,Russian Game: Classical Attack |  Chigorin Variation,15
True,2017-03-15 15:00:00,2017-03-15 15:00:00,37,resign,black,15+0,1305,2264,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
False,2017-03-15 15:00:00,2017-03-15 15:00:00,57,mate,white,20+0,2264,1841,D02,Queen's Pawn Game: London System,5
False,2017-03-15 15:00:00,2017-03-15 15:00:00,52,resign,black,20+0,1841,2264,D02,Queen's Pawn Game: London System,5
False,2017-03-15 15:00:00,2017-03-15 15:00:00,51,mate,white,20+0,2264,1841,B01,Scandinavian Defense: Gubinsky-Melts Defense,6
True,2017-03-15 15:00:00,2017-03-15 15:00:00,50,resign,black,20+0,1841,2264,A00,Clemenz Opening,1
True,2017-03-15 15:00:00,2017-03-15 15:00:00,54,outoftime,black,20+0,1855,2264,C42,Russian Game: Three Knights Game,5
True,2017-03-15 15:00:00,2017-03-15 15:00:00,45,resign,white,10+0,2264,1529,C01,French Defense: Exchange Variation,5
False,2017-02-24 12:40:00,2017-02-24 12:40:00,17,mate,white,10+0,2264,1753,C27,Vienna Game,3
False,2017-02-08 10:33:20,2017-02-08 10:33:20,29,resign,white,10+0,2264,1753,C40,Elephant Gambit,4
False,2017-02-08 10:33:20,2017-02-08 10:33:20,68,resign,black,10+0,1753,2264,C23,Bishop's Opening: Philidor Counterattack,4
False,2017-02-08 10:33:20,2017-02-08 10:33:20,13,mate,white,10+0,2264,1753,C27,Vienna Game,3
False,2017-02-08 10:33:20,2017-02-08 10:33:20,48,resign,black,10+0,1753,2264,C01,French Defense: Exchange Variation,5
False,2017-02-08 10:33:20,2017-02-08 10:33:20,33,resign,white,10+0,2264,1753,C40,Elephant Gambit,4
False,2017-01-27 04:06:40,2017-01-27 04:06:40,25,mate,white,10+0,2264,1713,A43,Franco-Benoni Defense,5
False,2017-01-09 11:06:40,2017-01-09 11:06:40,58,resign,black,15+0,1455,2264,B23,Sicilian Defense: Grand Prix Attack,5
False,2017-01-09 08:20:00,2017-01-09 11:06:40,97,outoftime,white,15+0,2264,1455,E44,Nimzo-Indian Defense: Fischer Variation,9
False,2017-01-09 08:20:00,2017-01-09 08:20:00,70,resign,black,15+0,1455,2264,E32,Nimzo-Indian Defense: Classical Variation,7
False,2017-01-09 08:20:00,2017-01-09 08:20:00,59,resign,white,15+0,2264,1455,C62,Ruy Lopez: Steinitz Defense,6
True,2017-01-09 08:20:00,2017-01-09 08:20:00,46,resign,black,15+0,1455,2264,B12,Caro-Kann Defense: Advance Variation |  Bronstein Variation,7
False,2017-01-09 02:46:40,2017-01-09 02:46:40,67,resign,white,5+5,2264,1871,B22,Sicilian Defense: Alapin Variation,3
True,2017-01-09 02:46:40,2017-01-09 02:46:40,38,resign,black,5+5,1871,2264,A00,Van Geet Opening,1
True,2017-01-09 02:46:40,2017-01-09 02:46:40,64,resign,black,15+0,1615,2264,D00,Queen's Pawn Game: Stonewall Attack,5
False,2017-01-08 21:13:20,2017-01-08 21:13:20,57,resign,white,15+0,2264,1871,C41,Philidor Defense: Exchange Variation,8
False,2017-01-08 21:13:20,2017-01-08 21:13:20,71,resign,black,15+0,1871,2264,C53,Italian Game: Classical Variation |  Albin Gambit,9
True,2017-01-08 21:13:20,2017-01-08 21:13:20,55,resign,white,15+0,2264,1871,C41,Philidor Defense: Exchange Variation,8
True,2017-01-08 18:26:40,2017-01-08 21:13:20,74,resign,black,15+0,1885,2261,B20,Sicilian Defense: Bowdler Attack,3
True,2017-01-08 18:26:40,2017-01-08 18:26:40,75,resign,white,30+5,2249,2153,A00,Hungarian Opening: Symmetrical Variation,2
True,2017-01-08 18:26:40,2017-01-08 18:26:40,133,resign,black,30+0,2188,2234,C65,Ruy Lopez: Berlin Defense #2,6
True,2017-01-08 18:26:40,2017-01-08 18:26:40,55,resign,white,30+0,2218,2198,A07,King's Indian Attack,3
True,2017-08-31 22:53:20,2017-08-31 22:53:20,19,resign,white,10+0,1466,1046,C55,Italian Game: Anti-Fried Liver Defense,6
True,2017-08-31 22:53:20,2017-08-31 22:53:20,33,resign,white,10+0,1457,1395,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
True,2017-08-31 00:40:00,2017-08-31 00:40:00,122,mate,black,10+0,1349,1449,D00,Queen's Pawn Game #2,3
True,2017-08-30 21:53:20,2017-08-31 00:40:00,208,outoftime,draw,10+0,1465,1449,D50,Queen's Gambit Declined: Pseudo-Tarrasch Variation,9
True,2017-08-30 21:53:20,2017-08-30 21:53:20,48,resign,black,10+0,1316,1442,D32,Tarrasch Defense: Symmetrical Variation,10
True,2017-08-28 19:53:20,2017-08-28 19:53:20,61,mate,white,10+0,1434,1321,B52,Sicilian Defense: Canal Attack |  Main Line,6
True,2017-09-01 15:33:20,2017-09-01 15:33:20,46,resign,white,10+0,2026,1864,A04,Zukertort Opening: Dutch Variation,2
True,2017-09-01 12:46:40,2017-09-01 12:46:40,55,resign,white,10+0,2021,1806,A04,Zukertort Opening: Dutch Variation,2
True,2017-09-01 10:00:00,2017-09-01 10:00:00,103,resign,white,10+0,2016,2032,A45,Trompowsky Attack,3
True,2017-09-01 01:40:00,2017-09-01 01:40:00,99,outoftime,white,10+0,2024,1933,A04,Reti Opening #2,2
True,2017-08-31 17:20:00,2017-08-31 17:20:00,48,mate,black,10+0,1892,2018,B95,Sicilian Defense: Najdorf Variation,12
True,2017-08-31 17:20:00,2017-08-31 17:20:00,145,resign,white,10+0,2008,1986,A04,Zukertort Opening: Sicilian Invitation,2
True,2017-08-31 14:33:20,2017-08-31 14:33:20,84,resign,black,10+0,1830,2003,E90,King's Indian Defense: Zinnowitz Variation,11
True,2017-08-31 09:00:00,2017-08-31 11:46:40,42,resign,black,10+0,1985,1993,B50,Sicilian Defense,4
True,2017-08-31 00:40:00,2017-08-31 00:40:00,35,resign,white,10+0,1980,2071,A08,King's Indian Attack,4
True,2017-08-30 19:06:40,2017-08-30 19:06:40,64,resign,black,10+0,2064,1968,A48,London System,5
True,2017-08-30 16:20:00,2017-08-30 16:20:00,113,outoftime,white,10+0,1958,1952,A04,Zukertort Opening: Kingside Fianchetto,2
True,2017-08-30 02:26:40,2017-08-30 02:26:40,50,resign,black,10+0,1720,1943,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
True,2017-08-29 18:06:40,2017-08-29 20:53:20,57,resign,white,10+0,1937,1792,A07,King's Indian Attack,3
True,2017-08-29 18:06:40,2017-08-29 18:06:40,21,resign,white,10+0,1930,1810,A04,Zukertort Opening: Queen's Gambit Invitation,2
True,2017-08-29 07:00:00,2017-08-29 07:00:00,66,mate,black,10+0,1950,1920,B22,Sicilian Defense: Alapin Variation,3
True,2017-08-29 07:00:00,2017-08-29 07:00:00,34,mate,black,10+0,1802,1913,B50,Sicilian Defense,4
True,2017-08-29 04:13:20,2017-08-29 04:13:20,73,resign,white,10+0,1903,1887,A04,Zukertort Opening: Pirc Invitation,2
True,2017-08-29 04:13:20,2017-08-29 04:13:20,148,outoftime,black,10+0,1901,1893,B90,Sicilian Defense: Najdorf Variation,10
True,2017-08-29 04:13:20,2017-08-29 04:13:20,119,outoftime,white,10+0,1829,1905,B57,Sicilian Defense: Modern Variations |  Main Line,8
True,2017-08-28 22:40:00,2017-08-28 22:40:00,130,draw,draw,10+0,1903,1969,A05,King's Indian Attack: Wahls Defense,10
True,2017-08-28 22:40:00,2017-08-28 22:40:00,37,mate,white,10+0,1954,1912,E73,King's Indian Defense: Averbakh Variation |  Flexible Defense,12
True,2017-08-28 22:40:00,2017-08-28 22:40:00,108,mate,black,10+0,1927,1916,A04,Zukertort Opening: Sicilian Invitation,2
True,2017-08-28 22:40:00,2017-08-28 22:40:00,149,mate,white,10+0,1874,1939,B22,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,8
True,2017-08-28 19:53:20,2017-08-28 19:53:20,103,outoftime,white,10+0,1899,1950,E70,King's Indian Defense: Accelerated Averbakh Variation,9
True,2017-08-28 17:06:40,2017-08-28 17:06:40,158,outoftime,draw,10+0,1952,1907,A04,Zukertort Opening: Queenside Fianchetto Variation,2
True,2017-08-28 17:06:40,2017-08-28 17:06:40,70,resign,black,10+0,1957,2136,A04,Reti Opening #2,2
True,2017-08-28 14:20:00,2017-08-28 14:20:00,111,resign,white,10+0,2007,1966,B21,Sicilian Defense: McDonnell Attack,3
True,2017-08-28 00:26:40,2017-08-28 00:26:40,80,draw,draw,10+0,1970,1835,A04,Zukertort Opening: Sicilian Invitation,2
True,2017-08-28 00:26:40,2017-08-28 00:26:40,113,outoftime,white,10+0,1989,1980,B90,Sicilian Defense: Najdorf Variation,10
True,2017-08-27 21:40:00,2017-08-27 21:40:00,78,resign,black,10+0,1810,1974,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
True,2017-08-27 18:53:20,2017-08-27 18:53:20,81,draw,draw,10+0,1973,2003,A08,King's Indian Attack,4
True,2017-08-27 18:53:20,2017-08-27 18:53:20,77,resign,white,10+0,2069,1969,B86,Sicilian Defense: Sozin Attack,11
True,2017-08-27 18:53:20,2017-08-27 18:53:20,17,resign,white,10+0,1958,1996,A04,Zukertort Opening: Sicilian Invitation,2
True,2017-08-27 16:06:40,2017-08-27 16:06:40,39,resign,white,10+0,1951,1862,A04,Zukertort Opening: Black Mustang Defense,2
True,2017-08-26 20:40:00,2017-08-26 20:40:00,104,resign,black,10+0,2066,1937,A49,East Indian Defense,4
True,2017-08-26 20:40:00,2017-08-26 20:40:00,135,outoftime,draw,10+0,1869,1939,B20,Sicilian Defense: Lasker-Dunne Attack,3
True,2017-08-26 17:53:20,2017-08-26 20:40:00,110,resign,black,10+0,1948,1948,A04,Zukertort Opening: Black Mustang Defense,2
True,2017-08-26 17:53:20,2017-08-26 17:53:20,119,mate,white,10+0,1937,1959,B53,Sicilian Defense: Chekhover Variation,7
True,2017-08-26 17:53:20,2017-08-26 17:53:20,29,resign,white,10+0,1950,1901,A08,King's Indian Attack,4
True,2017-08-26 12:20:00,2017-08-26 12:20:00,122,resign,black,10+0,1726,1946,A45,Indian Game,2
True,2017-08-25 22:26:40,2017-08-25 22:26:40,109,draw,draw,10+0,1941,1916,A05,King's Indian Attack: Symmetrical Defense,4
True,2017-08-25 22:26:40,2017-08-25 22:26:40,151,outoftime,white,10+0,1859,1954,B20,Sicilian Defense: Bowdler Attack,3
True,2017-08-25 22:26:40,2017-08-25 22:26:40,71,resign,white,10+0,1975,1964,B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation,11
True,2017-08-25 22:26:40,2017-08-25 22:26:40,77,resign,white,10+0,1956,1854,A04,Zukertort Opening: Queenside Fianchetto Variation,2
True,2017-08-25 22:26:40,2017-08-25 22:26:40,119,resign,white,10+0,1785,1971,B20,Sicilian Defense: Bowdler Attack,3
True,2017-08-25 19:40:00,2017-08-25 19:40:00,53,resign,white,10+0,1960,2000,A04,Zukertort Opening: Kingside Fianchetto,2
False,2017-08-31 20:06:40,2017-08-31 20:06:40,63,resign,white,10+0,1949,1474,B50,Sicilian Defense: Delayed Alapin,5
False,2017-08-31 20:06:40,2017-08-31 20:06:40,31,resign,white,19+0,1474,1623,B84,Sicilian Defense: Scheveningen Variation |  Classical Variation,12
False,2017-08-29 20:53:20,2017-08-29 20:53:20,58,mate,black,10+5,1702,1474,B50,Sicilian Defense,4
False,2017-08-29 20:53:20,2017-08-29 20:53:20,46,mate,black,2+10,1474,2014,A20,English Opening: King's English Variation,2
False,2017-08-28 19:53:20,2017-08-28 19:53:20,84,mate,black,5+5,1500,1474,A45,Indian Game,2
False,2017-08-28 19:53:20,2017-08-28 19:53:20,56,mate,black,10+7,1363,1474,B21,Sicilian Defense: Smith-Morra Gambit #2,3
False,2017-08-26 17:53:20,2017-08-26 17:53:20,24,resign,white,15+0,1390,1474,A45,Indian Game,2
False,2017-08-26 17:53:20,2017-08-26 17:53:20,65,resign,white,9+12,1474,1254,C69,Ruy Lopez: Exchange Variation |  Gligoric Variation,10
False,2017-08-26 17:53:20,2017-08-26 17:53:20,62,mate,black,10+0,1495,1474,B20,Sicilian Defense: Bowdler Attack,3
False,2017-08-26 17:53:20,2017-08-26 17:53:20,6,draw,draw,40+20,1500,1474,B23,Sicilian Defense: Closed Variation,3
False,2017-08-26 17:53:20,2017-08-26 17:53:20,29,resign,white,8+15,1820,1474,B52,Sicilian Defense: Canal Attack |  Main Line,6
False,2017-08-25 19:40:00,2017-08-25 19:40:00,90,draw,draw,15+30,1474,2010,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
False,2017-08-25 19:40:00,2017-08-25 19:40:00,27,resign,white,15+5,1474,1624,B35,Sicilian Defense: Dragon Variation |  Modern Bc4 Variation,14
False,2017-08-24 21:26:40,2017-08-24 21:26:40,78,resign,black,5+5,1767,1474,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
False,2017-08-23 20:26:40,2017-08-23 20:26:40,145,mate,white,5+8,1474,1607,C62,Ruy Lopez: Steinitz Defense,6
True,2017-03-22 02:33:20,2017-03-22 02:33:20,46,mate,black,10+0,1487,1562,D00,Queen's Pawn Game,2
True,2017-03-22 02:33:20,2017-03-22 02:33:20,120,mate,black,10+0,1254,1461,A00,Kadas Opening,1
True,2017-03-22 02:33:20,2017-03-22 02:33:20,46,mate,black,10+0,1514,1560,A03,Bird Opening: Dutch Variation,2
True,2017-03-21 18:13:20,2017-03-21 18:13:20,93,mate,white,10+0,1572,1590,B01,Scandinavian Defense: Main Line,6
True,2017-03-21 18:13:20,2017-03-21 18:13:20,52,mate,black,10+0,1503,1498,B01,Scandinavian Defense,2
True,2017-03-21 18:13:20,2017-03-21 18:13:20,70,resign,black,10+0,1629,1603,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
True,2017-03-21 04:20:00,2017-03-21 04:20:00,75,outoftime,white,10+0,1500,1393,D00,Blackmar-Diemer Gambit Declined |  Weinsbach Declination,8
True,2017-03-16 21:33:20,2017-03-17 00:20:00,48,resign,black,15+15,1873,2105,D00,Queen's Pawn Game #3,4
True,2017-03-16 21:33:20,2017-03-16 21:33:20,53,resign,white,15+15,2065,1879,B07,Pirc Defense #5,3
True,2017-03-16 21:33:20,2017-03-16 21:33:20,25,resign,black,15+15,1886,2001,D00,Queen's Pawn Game: Stonewall Attack,5
True,2017-03-16 21:33:20,2017-03-16 21:33:20,71,outoftime,white,15+15,1797,2083,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
True,2017-03-16 18:46:40,2017-03-16 18:46:40,27,resign,white,15+15,1500,1500,D21,Queen's Gambit Accepted: Rosenthal Variation,6
False,2017-07-25 19:13:20,2017-07-25 19:13:20,77,mate,white,5+8,1128,795,A00,Hungarian Opening: Indian Defense,2
False,2017-07-24 01:33:20,2017-07-24 01:33:20,130,mate,black,9+3,1128,2177,A00,Hungarian Opening: Symmetrical Variation,2
True,2017-07-23 00:33:20,2017-07-23 00:33:20,85,resign,white,20+1,1114,1189,A00,Hungarian Opening,1
True,2017-07-23 00:33:20,2017-07-23 00:33:20,51,draw,draw,20+1,1191,1111,A00,Van't Kruijs Opening,1
False,2017-07-22 02:20:00,2017-07-22 02:20:00,53,mate,white,60+0,1111,921,A00,Hungarian Opening: Catalan Formation,4
False,2017-07-21 23:33:20,2017-07-22 02:20:00,36,resign,black,10+0,897,1111,B06,Modern Defense,2
False,2017-07-21 23:33:20,2017-07-21 23:33:20,26,resign,white,10+0,1111,897,A00,Hungarian Opening,1
True,2017-07-21 23:33:20,2017-07-21 23:33:20,52,resign,white,10+10,1099,1124,A04,Zukertort Opening: Kingside Fianchetto,2
True,2017-07-21 01:20:00,2017-07-21 01:20:00,139,mate,white,10+0,1115,1013,A00,Hungarian Opening,1
False,2017-07-19 21:33:20,2017-07-19 21:33:20,72,mate,black,10+0,1099,1115,B06,Modern Defense,2
False,2017-07-19 21:33:20,2017-07-19 21:33:20,142,mate,black,10+0,1099,1115,B06,Modern Defense,2
True,2017-05-21 15:20:00,2017-05-21 15:20:00,60,mate,black,0+25,1136,843,A00,Hungarian Opening: Symmetrical Variation,2
